99,236,737,832,174,120,0.92,2,0
100,236,772,816,167,114,0.92,2,0
101,236,836,786,148,103,0.91,2,0
102,236,891,758,138,98,0.92,2,0
103,236,891,759,138,97,0.92,2,0
104,236,915,745,131,94,0.93,2,0
105,236,939,735,124,90,0.9,2,0
106,236,1003,703,112,82,0.9,2,0
107,236,1002,703,112,82,0.9,2,0
108,236,1021,695,111,79,0.9,2,0
109,236,1039,687,105,75,0.89,2,0
110,236,1084,664,98,68,0.89,2,0
111,236,1101,657,94,67,0.88,2,0
112,236,1101,657,94,67,0.88,2,0
113,236,1114,650,90,66,0.88,2,0
114,236,1127,643,86,64,0.86,2,0
115,236,1161,626,82,58,0.85,2,0
116,236,1173,620,81,58,0.86,2,0
117,236,1174,620,79,58,0.86,2,0
118,236,1183,615,79,56,0.87,2,0
119,236,1204,605,75,54,0.85,2,0
120,236,1222,595,71,52,0.85,2,0
121,236,1222,595,71,52,0.85,2,0
122,236,1229,591,73,52,0.84,2,0
123,236,1245,584,71,49,0.84,2,0
124,236,1260,577,68,47,0.81,2,0
125,236,1267,573,62,45,0.81,2,0
126,236,1267,573,62,45,0.81,2,0
127,236,1281,566,60,45,0.8,2,0
128,236,1286,562,60,45,0.81,2,0
129,236,1294,560,56,44,0.78,2,0
130,236,1311,551,52,43,0.8,2,0
131,236,1310,551,54,43,0.8,2,0
132,236,1314,549,52,41,0.71,2,0
133,236,1321,547,52,39,0.36,2,0
134,236,1337,538,49,39,0.43,2,0
135,236,1337,538,49,39,0.44,2,0
136,236,1342,534,52,39,0.72,2,0
137,236,1346,532,60,38,0.71,2,0
138,236,1358,526,54,37,0.79,2,0
139,236,1359,526,52,37,0.79,2,0
140,236,1361,525,52,36,0.78,2,0
141,236,1367,523,49,36,0.8,2,0
142,236,1369,521,45,34,0.72,2,0
143,236,1383,514,39,36,0.61,2,0
144,236,1384,514,41,34,0.42,2,0
145,236,1384,514,41,34,0.4,2,0
146,236,1389,512,41,34,0.37,2,0
147,236,1394,505,41,34,0.37,2,0
148,236,1401,509,41,30,0.2,2,0
149,236,1402,504,39,32,0.68,2,0
